YYYY-Mon-Day,RA,DEC,dRA,dDEC,Parts,Rate,RLI,CRLI
2019-Oct-21,111.81283333333333,21.890583333333336,14.546333333333322,-1.5037777777777812,14.62385588856039,0.14017996516224862,0.8924971702433417,0.0
2019-Oct-22,126.35916666666665,20.386805555555554,14.495374999999996,-2.80372222222222,14.764035853722639,0.06935072634204253,1.0326771354055904,0.8924971702433417
2019-Oct-23,140.85454166666665,17.583083333333335,14.291750000000036,-3.971805555555555,14.833386580064682,0.042668098393885856,1.102027861747633,1.925174305648932
2019-Oct-24,155.14629166666668,13.61127777777778,14.04154166666666,-4.912444444444445,14.876054678458567,0.04014033829989927,1.1446959601415188,3.027202167396565
2019-Oct-25,169.18783333333334,8.698833333333335,13.845874999999978,-5.548388888888891,14.916195016758467,0.03806898977308748,1.184836298441418,4.171898127538084
2019-Oct-26,183.03370833333332,3.150444444444444,13.773375000000016,-5.8244444444444445,14.954264006531554,0.025078132166681755,1.2229052882145055,5.356734425979502
2019-Oct-27,196.80708333333334,-2.6740000000000004,13.847666666666726,-5.711638888888889,14.979342138698236,0.0014524394381272288,1.2479834203811873,6.579639714194007
2019-Oct-28,210.65475000000006,-8.38563888888889,14.044458333333239,-5.21319444444444,14.980794578136363,-0.03440519245513762,1.2494358598193145,7.8276231345751945
2019-Oct-29,224.6992083333333,-13.59883333333333,14.293375000000054,-4.369666666666673,14.946389385681226,-0.09473283944246624,1.2150306673641769,9.077058994394509
2019-Oct-30,238.99258333333336,-17.968500000000002,14.489666666666608,-3.259027777777778,14.85165654623876,-0.19172149917571168,1.1202978279217106,10.292089661758686
2019-Oct-31,253.48224999999996,-21.22752777777778,14.524416666666752,-1.9887222222222185,14.659935047063048,-0.3167765815916983,0.9285763287459989,11.412387489680397
2019-Nov-01,268.0066666666667,-23.21625,14.32712499999991,-0.6779999999999973,14.34315846547135,-0.4331845518376216,0.6117997471543006,12.340963818426395
2019-Nov-02,282.3337916666666,-23.894249999999996,13.898458333333338,0.5658888888888818,13.909973913633728,-0.49812828776949125,0.17861519531667902,12.952763565580696
